,ligand,receptor,pathway,ligand_annotation,TF
Thbs1|Lrp1,Thbs1,Lrp1,THBS,Secreted,"Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg"
Thbs1|Ptprj,Thbs1,Ptprj,THBS,Secreted,"E2f1, Esr1, Stat1, Stat3, Stat5a, Stat5b"
Thbs2|Itga4,Thbs2,Itga4,THBS,Secreted,"Stat3, Fos, Sp1, Jun"
Thbs2|Itga6,Thbs2,Itga6,THBS,Secreted,"Stat3, Fos, Sp1, Jun"
Thbs2|Notch3,Thbs2,Notch3,THBS,Secreted,"Rela, Fos, Rbpjl, Nanog, Stat5a, Hif1a, Hey2, Nfkb1, Hey1, Snw1, Rbpj, Hes1, Nfkb2, Stat5b, Myc, Hes5, Tbx21, Pbx1, Heyl"
Thbs1|COMPLEX:Itga3_Itgb1,Thbs1,COMPLEX:Itga3_Itgb1,THBS,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Thbs2|COMPLEX:Itga3_Itgb1,Thbs2,COMPLEX:Itga3_Itgb1,THBS,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Thbs3|COMPLEX:Itga3_Itgb1,Thbs3,COMPLEX:Itga3_Itgb1,THBS,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Thbs4|COMPLEX:Itga3_Itgb1,Thbs4,COMPLEX:Itga3_Itgb1,THBS,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Comp|COMPLEX:Itga3_Itgb1,Comp,COMPLEX:Itga3_Itgb1,THBS,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Thbs1|COMPLEX:Itgav_Itgb3,Thbs1,COMPLEX:Itgav_Itgb3,THBS,Secreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Thbs2|COMPLEX:Itgav_Itgb3,Thbs2,COMPLEX:Itgav_Itgb3,THBS,Secreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Thbs3|COMPLEX:Itgav_Itgb3,Thbs3,COMPLEX:Itgav_Itgb3,THBS,Secreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Thbs4|COMPLEX:Itgav_Itgb3,Thbs4,COMPLEX:Itgav_Itgb3,THBS,Secreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Comp|COMPLEX:Itgav_Itgb3,Comp,COMPLEX:Itgav_Itgb3,THBS,Secreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Thbs1|Sdc1,Thbs1,Sdc1,THBS,Secreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Thbs2|Sdc1,Thbs2,Sdc1,THBS,Secreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Thbs3|Sdc1,Thbs3,Sdc1,THBS,Secreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Thbs4|Sdc1,Thbs4,Sdc1,THBS,Secreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Comp|Sdc1,Comp,Sdc1,THBS,Secreted,"Nr4a1, Creb5, Esr2, Cebpb, Creb3l1, Atf6b, Ets2, Erf, Creb3l4, Elk1, Jun, Hsf1, Sp1, Ar, Esr1, Stat1, Rela, Fos, Hif1a, Ets1, Trp53, Nfkb1, Mitf, Nfatc3, Atf4, Creb3l2, Egr1, Smad3, Myc, Nfatc1, Atf2, Creb3, Runx2, Nfatc2, Creb1, Thrb"
Thbs1|Sdc4,Thbs1,Sdc4,THBS,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Jun, Ar, Esr1, Fos, Nfatc3, Atf4, Creb3l2, Smad3, Nfatc1, Atf2, Creb3, Nfatc2, Creb1"
Thbs2|Sdc4,Thbs2,Sdc4,THBS,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Jun, Ar, Esr1, Fos, Nfatc3, Atf4, Creb3l2, Smad3, Nfatc1, Atf2, Creb3, Nfatc2, Creb1"
Thbs3|Sdc4,Thbs3,Sdc4,THBS,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Jun, Ar, Esr1, Fos, Nfatc3, Atf4, Creb3l2, Smad3, Nfatc1, Atf2, Creb3, Nfatc2, Creb1"
Thbs4|Sdc4,Thbs4,Sdc4,THBS,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Jun, Ar, Esr1, Fos, Nfatc3, Atf4, Creb3l2, Smad3, Nfatc1, Atf2, Creb3, Nfatc2, Creb1"
Comp|Sdc4,Comp,Sdc4,THBS,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Stat3, Creb3l4, Elk1, Jun, Ar, Esr1, Fos, Nfatc3, Atf4, Creb3l2, Smad3, Nfatc1, Atf2, Creb3, Nfatc2, Creb1"
Thbs1|Cd36,Thbs1,Cd36,THBS,Secreted,
Thbs2|Cd36,Thbs2,Cd36,THBS,Secreted,
Thbs3|Cd36,Thbs3,Cd36,THBS,Secreted,
Thbs4|Cd36,Thbs4,Cd36,THBS,Secreted,
Comp|Cd36,Comp,Cd36,THBS,Secreted,
Thbs1|Cd47,Thbs1,Cd47,THBS,Secreted,
Thbs2|Cd47,Thbs2,Cd47,THBS,Secreted,
Thbs3|Cd47,Thbs3,Cd47,THBS,Secreted,
Thbs4|Cd47,Thbs4,Cd47,THBS,Secreted,
Comp|Cd47,Comp,Cd47,THBS,Secreted,
Thpo|Mpl,Thpo,Mpl,THPO,Secreted,"Myc, Stat6, Stat2, Stat1, Stat4, Stat3, Dbp, Gtf2i, Irf9, Stat5a, Atoh1, Stat5b"
Thy1|COMPLEX:Itgav_Itgb3,Thy1,COMPLEX:Itgav_Itgb3,THY1,unSecreted,"Nfkb1, Runx3, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Rela, Gtf2i, Stat5a, Hif1a, Stat5b, Pparg"
Thy1|COMPLEX:Itgam_Itgb2l,Thy1,COMPLEX:Itgam_Itgb2l,THY1,unSecreted,"Nfatc1, Nfkb1, Sp1, Thra, Rela, Fos, Stat3, Nfatc3, Nfatc2, Jun"
Thy1|COMPLEX:Itgax_Itgb2l,Thy1,COMPLEX:Itgax_Itgb2l,THY1,unSecreted,"Nfatc1, Nfkb1, Sp1, Thra, Rela, Fos, Stat3, Nfatc3, Nfatc2, Jun"
Tigit|Pvr,Tigit,Pvr,TIGIT,unSecreted,
Tigit|Nectin2,Tigit,Nectin2,TIGIT,unSecreted,Ctnnb1
Tlr6|Cd36,Tlr6,Cd36,TLR6,unSecreted,
Tnf|Tnfrsf21,Tnf,Tnfrsf21,TNF,Secreted,"Trp73, Trp63"
Tnf|Tnfrsf1a,Tnf,Tnfrsf1a,TNF,Secreted,"Foxo3, Trp73, Esr2, Ddit3, Srebf1, Parp1, Stat3, Jund, Rel, Elk1, Foxo1, Jun, Relb, Daxx, Sp1, Elk4, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Traf6, Terf1, Mef2c, Junb, Trp53, Nfkb1, Nfatc3, Atf4, Nfkb2, Egr1, Irf5, Myc, Smad3, Nfatc1, Terf2, Nfkbib, Nfkbia, Atf2, Ikbkb, Foxo6, Max, Smad4, Fosl2, Creb1"
Tnf|Tnfrsf1b,Tnf,Tnfrsf1b,TNF,Secreted,"Nfkb1, Daxx, Irf1, Terf2, Nfkbib, Nfkbia, Rela, Ikbkb, Terf1, Jun"
Tnf|Ltbr,Tnf,Ltbr,TNF,Secreted,"Stat3, Nfkb2, Rela"
Tnf|Traf2,Tnf,Traf2,TNF,Secreted,"Irf3, Foxo3, Thra, Esr2, Stat3, Rel, Jund, Elk1, Foxo1, Jun, Hsf1, Relb, Sp1, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Hif1a, Junb, Trp53, Nfkb1, Egr1, Irf7, Pparg, Smad3, Atf2, Smad4, Foxo6, Fosl2"
Tnfrsf10b|Tnfrsf26,Tnfrsf10b,Tnfrsf26,TNFRSF,Secreted,Parp1
Tnfrsf1a|Traf2,Tnfrsf1a,Traf2,TNFRSF,Secreted,"Irf3, Foxo3, Thra, Esr2, Stat3, Rel, Jund, Elk1, Foxo1, Jun, Hsf1, Relb, Sp1, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Hif1a, Junb, Trp53, Nfkb1, Egr1, Irf7, Pparg, Smad3, Atf2, Smad4, Foxo6, Fosl2"
Tnfrsf1b|Traf2,Tnfrsf1b,Traf2,TNFRSF,Secreted,"Irf3, Foxo3, Thra, Esr2, Stat3, Rel, Jund, Elk1, Foxo1, Jun, Hsf1, Relb, Sp1, Foxo4, Trp63, Fosb, Fosl1, Esr1, Rela, Fos, Hif1a, Junb, Trp53, Nfkb1, Egr1, Irf7, Pparg, Smad3, Atf2, Smad4, Foxo6, Fosl2"
Tnfrsf10b|Traf5,Tnfrsf10b,Traf5,TNFRSF,Secreted,"Relb, Irf3, Nfkb1, Thra, Rela, Rel, Irf7"
Tnfsf10|Tnfrsf10b,Tnfsf10,Tnfrsf10b,TRAIL,Secreted,Parp1
Tnfsf10|Tnfrsf11b,Tnfsf10,Tnfrsf11b,TRAIL,Secreted,
Tnfsf10|Tnfrsf26,Tnfsf10,Tnfrsf26,TRAIL,Secreted,
Trh|Trhr,Trh,Trhr,TRH,Secreted,Jun
Cga|Tshr,Cga,Tshr,TSH,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Gli3, Creb3l4, Jun, Crebbp, Fos, Creb3l3, Nfkb1, Atf4, Creb3l2, Nfatc1, Gli1, Ttf2, Atf2, Creb3, Sox9, Ppara, Creb1"
Tshb|Tshr,Tshb,Tshr,TSH,Secreted,"Pax8, Creb5, Creb3l1, Atf6b, Gli3, Creb3l4, Jun, Crebbp, Fos, Creb3l3, Nfkb1, Atf4, Creb3l2, Nfatc1, Gli1, Ttf2, Atf2, Creb3, Sox9, Ppara, Creb1"
Tslp|COMPLEX:Crlf2_Il7r,Tslp,COMPLEX:Crlf2_Il7r,TSLP,Secreted,"Myc, Stat6, Stat2, Stat1, Stat4, Stat3, Dbp, Gtf2i, Irf9, Stat5a, Atoh1, Stat5b"
Tspan1|Itgb1,Tspan1,Itgb1,TSPAN1,unSecreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Tnfsf12|Cd163,Tnfsf12,Cd163,TWEAK,Secreted,
Tnfsf12|Tnfrsf25,Tnfsf12,Tnfrsf25,TWEAK,Secreted,"Trp73, Trp63"
Tnfsf12|Tnfrsf12a,Tnfsf12,Tnfrsf12a,TWEAK,Secreted,
Tyrobp|Trem1,Tyrobp,Trem1,TYROBP,unSecreted,
Ucn3|Gm21970,Ucn3,Gm21970,UCN,Secreted,"Myc, Stat6, Stat2, Stat1, Stat4, Stat3, Dbp, Irf9, Stat5a, Stat5b"
Ucn2|Gm21970,Ucn2,Gm21970,UCN,Secreted,"Myc, Stat6, Stat2, Stat1, Stat4, Stat3, Dbp, Irf9, Stat5a, Stat5b"
Ucn|Crhr1,Ucn,Crhr1,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Ucn|Crhr2,Ucn,Crhr2,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Ucn2|Crhr1,Ucn2,Crhr1,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Ucn2|Crhr2,Ucn2,Crhr2,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Ucn3|Crhr1,Ucn3,Crhr1,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Ucn3|Crhr2,Ucn3,Crhr2,UCN,Secreted,"Nr4a1, Creb5, Creb3, Atf2, Atf6b, Atf4, Creb3l1, Creb3l4, Creb1, Creb3l3, Creb3l2"
Scgb3a2|Marco,Scgb3a2,Marco,UGRP1,Secreted,
Uts2b|Sstr5,Uts2b,Sstr5,UROTENSIN,Secreted,"Creb5, Creb3l1, Atf6b, Creb3l4, Gli3, Jun, Pou1f1, Crebbp, Fos, Creb3l3, Nfkb1, Atf4, Creb3l2, Nfatc1, Gli1, Atf2, Creb3, Sox9, Ppara, Creb1"
Uts2b|Uts2r,Uts2b,Uts2r,UROTENSIN,Secreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a, Myc"
Uts2|Uts2r,Uts2,Uts2r,UTS2,Secreted,"Stat3, Pparg, Smad3, Rxra, Ar, Stat1, Stat5b, Gtf2i, Jun, Esr1, Fos, Stat5a, Myc"
Vcam1|COMPLEX:Itgad_Itgb2l,Vcam1,COMPLEX:Itgad_Itgb2l,VCAM,unSecreted,"Nfatc1, Nfkb1, Sp1, Thra, Rela, Fos, Stat3, Nfatc3, Nfatc2, Jun"
Vcam1|COMPLEX:Itga4_Itgb1,Vcam1,COMPLEX:Itga4_Itgb1,VCAM,unSecreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Vcam1|COMPLEX:Itga9_Itgb1,Vcam1,COMPLEX:Itga9_Itgb1,VCAM,unSecreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Vcam1|COMPLEX:Itga4_Itgb7,Vcam1,COMPLEX:Itga4_Itgb7,VCAM,unSecreted,"Sp1, Rxra, Ar, Esr1, Stat1, Fos, Stat3, Gtf2i, Stat5a, Stat5b, Pparg, Jun"
Vcan|Tlr2,Vcan,Tlr2,VCAN,Secreted,"Nfkb1, Vdr, Rela, Fos, Jun"
Vcan|Egfr,Vcan,Egfr,VCAN,Secreted,"Nr4a1, Foxo3, Brca1, Tcf7l2, Trp73, Thra, Irf1, Atf6b, Stat3, Erf, Dnmt1, Foxo1, Hsf1, Runx3, Ep300, Traf6, Abl1, Hif1a, Trp53, Rara, Creb3l2, Pparg, Smad3, Nfkbib, Atf2, Stat4, Hic1, Creb1, Mdm2, Irf3, Med1, Elk1, Crebbp, Rxra, Ar, Stat1, Dbp, Mitf, Nfkb2, Stat5b, Tcf7, Rbl2, Rora, Ikbkb, Lef1, Foxo6, Nfatc2, Arnt, Creb5, Prdm1, Cebpb, Tcf7l1, Ets2, Spi1, Ncoa3, Sp1, Xbp1, Junb, Tfcp2, Atf4, Irf9, Ctnnb1, Egr1, Stat6, Nfatc1, Nfkbia, Runx2, Gata3, Pgr, Esr2, Creb3l1, Creb3l4, Srf, Jun, Foxo4, Stat2, Esr1, Rela, Fos, Stat5a, Creb3l3, Ets1, Klf4, Nfkb1, Usf1, Nfatc3, Myc, E2f1, Creb3, Myb, Thrb"
Vcan|Itgb1,Vcan,Itgb1,VCAN,Secreted,"Nr4a1, Pax8, Nrf1, Thra, Nfatc4, Sp7, Creb5, Esr2, Creb3l1, Atf6b, Stat3, Etv1, Pou5f1, Srf, Gli3, Dnmt1, Tfap2a, Nr5a1, Creb3l4, Jun, Hsf1, Gata1, Sp1, Mlxipl, Rxra, Stat2, Ar, Esr1, Stat1, Rela, Fos, Stat5a, Etv5, Atf1, Ybx1, Trp53, Nfkb1, Nkx3-1, Atf4, Nr1h4, Twist1, Gli2, Nfe2l2, Pdx1, Rara, Stat5b, Dlx5, Creb3l2, Pparg, Gli1, Atf2, Creb3, Foxa2, Sox9, Runx2, Ppara, Gtf2i, Pbx1, Creb1"
Vcan|Itga4,Vcan,Itga4,VCAN,Secreted,"Stat3, Fos, Sp1, Jun"
Vcan|Sell,Vcan,Sell,VCAN,Secreted,
Vcan|Cd44,Vcan,Cd44,VCAN,Secreted,"Nfatc1, Nfkb1, Rela, Fos, Nfatc3, Nfatc2, Jun"
Vcan|Selp,Vcan,Selp,VCAN,Secreted,
Vcan|Selplg,Vcan,Selplg,VCAN,Secreted,
Vegfd|Nrp2,Vegfd,Nrp2,VEGF,Secreted,
Vegfd|Itga9,Vegfd,Itga9,VEGF,Secreted,"Stat3, Fos, Sp1, Jun"
Vegfa|Nrp1,Vegfa,Nrp1,VEGF,Secreted,"Hif1a, Trp53, Foxo3, Jun"
Vegfa|Nrp2,Vegfa,Nrp2,VEGF,Secreted,
Vegfa|Ephb2,Vegfa,Ephb2,VEGF,Secreted,"Stat6, Nfkb1, Trp73, Rxra, Ar, Cebpb, Stat1, Esr1, Stat3, Fos, Rela, Abl1, Runx2, Gtf2i, Stat5a, Stat5b, Pparg"
Vegfa|Gpc1,Vegfa,Gpc1,VEGF,Secreted,"Nfatc1, Ar, Esr1, Nfatc3, Fos, Nfatc2, Creb1, Hif1a"
Vegfb|COMPLEX:Flt1_Kdr,Vegfb,COMPLEX:Flt1_Kdr,VEGF,Secreted,"Nr4a1, Foxo3, Mef2b, Brca1, Creb5, Thra, Esr2, Cebpb, Creb3l1, Atf6b, Creb3l4, Stat3, Jund, Elk1, Foxo1, Ahctf1, Jun, Mef2a, Sp1, Foxo4, Mlxipl, Tcf3, Rxra, Stat2, Fosb, Ar, Fosl1, Rela, Stat1, Fos, Esr1, Stat5a, Creb3l3, Mef2c, Junb, Trp53, Nfkb1, Nfatc3, Atf4, Irf9, Ctnnb1, Stat5b, Creb3l2, Myc, Smad3, Rbl2, Stat6, Nfatc1, Atf2, Creb3, Stat4, Ikbkb, Myb, Fosl2, Foxo6, Nfatc2, Creb1, Mdm2, Mef2d"
Vegfb|Nrp1,Vegfb,Nrp1,VEGF,Secreted,"Hif1a, Trp53, Foxo3, Jun"
Vegfc|Nrp2,Vegfc,Nrp2,VEGF,Secreted,
Vegfc|Vipr2,Vegfc,Vipr2,VEGF,Secreted,"Nfkb1, Nfatc1, Crebbp, Gli1, Creb5, Creb3, Creb3l1, Fos, Gli3, Creb3l4, Sox9, Ppara, Creb1, Jun, Creb3l3, Creb3l2"
Vegfa|Flt1,Vegfa,Flt1,VEGF,Secreted,"Nr4a1, Foxo3, Brca1, Creb5, Thra, Creb3l1, Atf6b, Creb3l4, Elk1, Jun, Rxra, Rela, Fos, Creb3l3, Trp53, Nfkb1, Atf4, Ctnnb1, Creb3l2, Myc, Rbl2, Atf2, Creb3, Ikbkb, Myb, Creb1, Mdm2"
Vegfa|Kdr,Vegfa,Kdr,VEGF,Secreted,"Nr4a1, Foxo3, Mef2b, Brca1, Creb5, Thra, Esr2, Cebpb, Creb3l1, Atf6b, Creb3l4, Stat3, Jund, Elk1, Foxo1, Ahctf1, Jun, Mef2a, Sp1, Foxo4, Mlxipl, Tcf3, Rxra, Stat2, Fosb, Ar, Fosl1, Rela, Stat1, Esr1, Fos, Stat5a, Creb3l3, Mef2c, Junb, Trp53, Nfkb1, Nfatc3, Atf4, Irf9, Ctnnb1, Stat5b, Creb3l2, Myc, Smad3, Rbl2, Stat6, Nfatc1, Atf2, Creb3, Stat4, Ikbkb, Myb, Foxo6, Fosl2, Nfatc2, Creb1, Mdm2, Mef2d"
Vegfb|Flt1,Vegfb,Flt1,VEGF,Secreted,"Nr4a1, Foxo3, Brca1, Creb5, Thra, Creb3l1, Atf6b, Creb3l4, Elk1, Jun, Rxra, Rela, Fos, Creb3l3, Trp53, Nfkb1, Atf4, Ctnnb1, Creb3l2, Myc, Rbl2, Atf2, Creb3, Ikbkb, Myb, Creb1, Mdm2"
Vegfc|Flt4,Vegfc,Flt4,VEGF,Secreted,"Nr4a1, Foxo3, Brca1, Creb5, Thra, Creb3l1, Atf6b, Creb3l4, Elk1, Jun, Rxra, Rela, Fos, Creb3l3, Trp53, Nfkb1, Atf4, Ctnnb1, Creb3l2, Myc, Rbl2, Atf2, Creb3, Ikbkb, Myb, Creb1, Mdm2"
Vegfc|Kdr,Vegfc,Kdr,VEGF,Secreted,"Nr4a1, Foxo3, Mef2b, Brca1, Creb5, Thra, Esr2, Cebpb, Creb3l1, Atf6b, Creb3l4, Stat3, Jund, Elk1, Foxo1, Ahctf1, Jun, Mef2a, Sp1, Foxo4, Mlxipl, Tcf3, Rxra, Stat2, Fosb, Ar, Fosl1, Rela, Stat1, Esr1, Fos, Stat5a, Creb3l3, Mef2c, Junb, Trp53, Nfkb1, Nfatc3, Atf4, Irf9, Ctnnb1, Stat5b, Creb3l2, Myc, Smad3, Rbl2, Stat6, Nfatc1, Atf2, Creb3, Stat4, Ikbkb, Myb, Foxo6, Fosl2, Nfatc2, Creb1, Mdm2, Mef2d"
Vegfd|Flt4,Vegfd,Flt4,VEGF,Secreted,"Nr4a1, Foxo3, Brca1, Creb5, Thra, Creb3l1, Atf6b, Creb3l4, Elk1, Jun, Rxra, Rela, Fos, Creb3l3, Trp53, Nfkb1, Atf4, Ctnnb1, Creb3l2, Myc, Rbl2, Atf2, Creb3, Ikbkb, Myb, Creb1, Mdm2"
